Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Bao S.; Chen Y.,"Bao, Sheng (60301776200); Chen, Yubing (57857261100)",60301776200; 57857261100,"Choice, struggle, and resilience: the experience of pre-loss grief among Chinese family caregivers of cancer patients",2026,BMC Palliative Care,25,1,24,,,4,10.1186/s12904-025-01976-z,https://www.scopus.com/pages/publications/105027954679?origin=resultslist,"Background: Pre-loss grief (PLG) is a critical challenge for cancer caregivers. In China, where family-centered care is profoundly shaped by cultural scripts like filial piety, understanding the digital expression of this experience is crucial for developing effective support. This study aimed to investigate the digitally expressed experience of PLG among Chinese caregivers. Methods: A computationally assisted qualitative analysis was performed on 63,775 user-generated texts from the social media platform Xiaohongshu. We used topic modeling and keyword co-occurrence network analysis to identify initial semantic patterns, which were then developed into final themes through a reflexive thematic analysis guided by a constructivist epistemology. Results: Four core themes were identified: (1) Deep Involvement in Medical Decision-Making; (2) Caregiving Burden and Psycho-Physical Suffering; (3) Adaptive Shift in Family Communication Strategies; and (4) Narratives of Resilience and Meaning-Making. These themes reveal that the PLG experience is a dynamic process of navigating multiple tensions, including cultural responsibilities, personal suffering, relational adjustments, and seeking meaning. Conclusions: The PLG experience of Chinese caregivers is a dynamic process defined by profound tensions. These findings underscore grief’s culturally constructed nature, highlighting the need for proactive and culturally sensitive support systems that acknowledge both the inherent burdens and the potential for growth during caregiving. © The Author(s) 2025.",Cancer caregivers; Pre-loss grief; Social media; Topic modeling,"Adaptation, Psychological; Adult; Aged; Caregivers; China; Chinese people; Choice Behavior; East Asian People; Female; Grief; Humans; Male; Middle Aged; Neoplasms; Qualitative Research; Resilience, Psychological; Article; attitude assessment; attitude to death; cancer patient; care behavior; caregiver; caregiver burden; Chinese; cultural factor; epistemology; grief; human; interpersonal communication; mathematical computing; meaning-making; medical decision making; network analysis; personal experience; process development; psychological pain; psychological resilience; psychosocial care; qualitative analysis; semantics; social media; thematic analysis; adult; aged; China; complication; decision making; East Asian; female; male; middle aged; neoplasm; psychological adjustment; psychological resilience; psychology; qualitative research",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105027954679
Wang Z.; Hu X.,"Wang, Zhizhi (60762438500); Hu, Xiaoyi (60142591000)",60762438500; 60142591000,An Edge-First Digital Twin–Driven Cyber–Physical Home System for Resilient Aging-in-Place,2026,Sensing and Imaging,27,1,157,,,0,10.1007/s11220-026-00851-2,https://www.scopus.com/pages/publications/105047540474?origin=resultslist,"Aging-in-Place monitoring in small, high-density apartments faces three persistent engineering constraints: severe occlusions, strict privacy requirements, and unstable home networks. Under these conditions, cloud-centered closed-loop schemes become unreliable, while alerts are often difficult to verify. To address these issues, this paper proposes an Edge-First Digital Twin-based Cyber-Physical Home System (DT-CPHS), in which uplink semantic synchronization is explicitly decoupled from downlink local control. The system uploads only low-dimensional semantic state vectors and evidence metadata, while alert auditing and replay are supported through an event-sourced Twin Event Log. To improve robustness under occlusion and conflicting sensor indications, DT-CPHS adopts decision-level multi-source fusion based on Dempster–Shafer evidence theory. In parallel, a connectivity-aware local rule engine provides deterministic offline fallback, together with hysteresis-based anti-flapping and seq-based backfill for consistency maintenance. A full-stack prototype was implemented in a real apartment using non-intrusive heterogeneous sensing (mmWave radars, wearable, PIR/door sensors) and a low-cost gateway (Raspberry Pi 4) with HA/Node-RED/MQTT. Experimental results validate four engineering goals. First, for offline survivability, local safety actions maintained 100% availability during WAN outages with bounded latency (Offline median 276 ms, P95 358 ms), whereas Online mode showed a pronounced long tail (median 734 ms, P95 1452 ms, max 1.87 s). Second, for occlusion robustness, the proposed fusion achieved 95.0% recall under heavy occlusion (vs. 60.0% for radar-only), and 95.6% overall recall across 180 fall trials. Third, for false-alarm control, continuous monitoring under frozen thresholds yielded 0.67 FP/day over 72 h (1/0/1 across three days). Fourth, for deployability and efficiency, semantic synchronization remained at the KB/s level (mean 4.2 KB/s, P95 12.6 KB/s), while 72-h profiling showed stable overhead (CPU P95 ≈ 25%, memory drift ≈ + 0.15 MB/h). In addition, a preliminary usability pilot (N = 8) suggests that evidence-chain explanations reduce caregiver decision time (8.9 → 3.1 s) and improve trust (2.8 → 4.3). These results indicate that DT-CPHS provides a practical path toward resilient, privacy-aware, and explainable home monitoring under compact in-home deployment constraints. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2026.",Cyber–Physical Home System (CPHS); Digital Twin; Edge-first closed-loop control; Evidence-chain alerts; Offline survivability; Semantic synchronization,Apartment houses; Automation; Closed loop control systems; Cyber Physical System; Digital twin; Embedded systems; Physical addresses; Robust control; Safety engineering; Semantics; Uncertainty analysis; Aging in place; Closed-loop control; Cyber physicals; Cybe–physical home system; Edge-first closed-loop control; Evidence chains; Evidence-chain alert; Offline; Offline survivability; Semantic synchronization; Robustness (control systems),Article,Final,,Scopus,2-s2.0-105047540474
Berner N.; Busse T.S.; Ehlers J.P.; Jagoda F.A.; Meibeck A.; Otte I.C.; Nitsche J.,"Berner, Nora (58899469000); Busse, Theresa Sophie (57218676582); Ehlers, Jan P. (7005658913); Jagoda, Franziska Anushi (58916287300); Meibeck, Amelie (60260348500); Otte, Ina Carola (55855155300); Nitsche, Julia (57220354540)",58899469000; 57218676582; 7005658913; 58916287300; 60260348500; 55855155300; 57220354540,Empowering informal caregivers of people living with dementia and enhancing digital health literacy through an extended digital intervention of the WHO iSupport manual: protocol for the project iDEM-Support,2026,BMC Geriatrics,26,1,299,,,1,10.1186/s12877-026-07123-4,https://www.scopus.com/pages/publications/105031863964?origin=resultslist,"Informal caregivers of people living with dementia (PlwD) play a central role in home-based care. They are often exposed to emotional, physical, and organizational burdens, which increases their risk of psychological stress. Digital interventions have shown promise in supporting this target group. The WHO’s iSupport program offers a digital training platform for informal caregivers of PlwD; however, it has not yet been translated or adapted for the German healthcare context. Furthermore, deficits in digital health literacy (DHL) present a barrier to the use of digital health services. The iDEM-Support project aims to translate the platform iSupport into German, culturally adapt it, and develop a module to promote DHL. Using a mixed-methods design, informal caregivers and experts are involved in a participatory manner to enable user-centered development of both the platform and the DHL module. The content and design are developed based on qualitative interviews and focus group discussions with informal caregivers (involved in both steps) and experts (only involved in the focus group discussions). Usability is tested and evaluated through think-aloud sessions and internal testing by the project team. The project aims to empower informal caregivers by improving the usability and accessibility of iSupport within the German healthcare context. The platform iSupport Deutschland seeks to enhance the self-efficacy, digital competence, and psychosocial resilience of informal caregivers. Additionally, the project offers approaches for sustainable integration of the platform into existing healthcare structures. The iSupport Deutschland platform will be evaluated in a randomized controlled study following the research and development described here. Trial registration Review: PROSPERO 2025 CRD420251048532. © The Author(s) 2026.","Accessibility; Dementia; Digital health literacy; Digital intervention; Empowerment; Individual education; Informal caregivers; Mixed-methods, caregiving support; Participatory design",Caregivers; Dementia; Focus Groups; Germany; Health Literacy; Humans; caregiver; dementia; education; Germany; health literacy; human; information processing; procedures; psychology; therapy,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105031863964
Wang J.; Chen S.; Zhu X.; Zhang X.; Tang W.; Tang T.; Liao X.,"Wang, Jinni (57220088818); Chen, Siman (59925333300); Zhu, Xiaoran (60374560300); Zhang, Xinyu (60375351500); Tang, Wenjie (60375036200); Tang, Taoran (60195559700); Liao, Xiaoyan (55258640300)",57220088818; 59925333300; 60374560300; 60375351500; 60375036200; 60195559700; 55258640300,Theoretical frameworks for measuring basic activities of daily living in individuals with dementia: a mixed-methods study,2026,BMC Nursing,25,1,132,,,1,10.1186/s12912-026-04303-w,https://www.scopus.com/pages/publications/105029551811?origin=resultslist,"Background: Accurate assessment of Basic Activities of Daily Living (BADL) is essential for dementia care and research. Existing instruments often lack a consolidated theoretical foundation, inadequately capture dementia-specific nature of BADL limitations, and overlook preserved competences, thereby compromising assessment comparability and reliability. Aim: To develop dementia-specific theoretical frameworks for BADL by synthesizing evidence from a systematic review of existing instruments and the lived experiences of family caregivers. Method: A mixed-methods approach was employed, integrating a systematic literature review with semi-structured interviews. The systematic literature review was completed following the Joanna Briggs Institute methodology. Database searches (i.e., CINAHL, MEDLINE, EMBASE, PsycINFO, PubMed, Web of Science) and manual searches were conducted. The final search was conducted in November 2024. Semi-structured face-to-face interviews were conducted with family caregivers purposively enrolled in Guangzhou, China, between December 2020 and November 2021. Thematic analysis was applied to each dataset separately, followed by a synthesis to integrate findings and develop conceptual models. Results: Thirty BADL instruments were reviewed and twenty-three family caregivers were interviewed. After synthesizing the findings from both the literature review and qualitative interviews, six themes emerged: (1) dementia-specific BADL limitation phenotypes, (2) capacity-focused support, (3) cognitive impairments as primary drivers, (4) neuropsychiatric symptoms as exacerbating factors, (5) physical function decline as a compounding factor, and (6) environmental and interpersonal moderators. The synthesis resulted in two complementary frameworks: (i) an ICF-based multifactorial model illustrating the dynamic interplay among cognitive, physical, neuropsychiatric, and contextual factors shaping BADL in dementia; and (ii) a hierarchical pathway model delineating the progression of limitation phenotypes—namely, initiation, planning, organizational, and execution deficits—alongside escalating support needs, including prompts, item preparation, supervision, and physical assistance. This model also highlights preserved competences and the distinct role of resistive behaviors. Conclusion: This study provides integrated frameworks that conceptualize BADL in dementia as a dynamic outcome of interactions between individuals with dementia and contextual factors. The frameworks offer a theoretical basis for developing more sensitive, dementia-specific BADL assessment tools and for guiding personalized, supportive interventions. © The Author(s) 2026.",Activities of daily living; Assessment; Caregiver; Dementia; Disability and health (ICF); Environmental adaptation; International classification of functioning; Theoretical models,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105029551811
El-Ghany Mohamed R.A.; El-Alim Ebrahim N.A.; Metwally H.E.,"El-Ghany Mohamed, Rawia Abd (58326899100); El-Alim Ebrahim, Nora Abd (59505351400); Metwally, Hanan Elsayed (57219993815)",58326899100; 59505351400; 57219993815,Evaluation of nursing snippet-based intervention on parents’ burden and self-efficacy towards caring for their children undergoing limb lengthening surgery,2026,BMC Nursing,25,1,590,,,0,10.1186/s12912-026-04931-2,https://www.scopus.com/pages/publications/105043755500?origin=resultslist,"Background: The intricacy of pin-site care and fixator modification makes caring for children having limb lengthening surgery extremely taxing on parents. Their self-efficacy, which is essential for positive postoperative results, is frequently lowered by this stress. Traditional teaching approaches might not be able to offer the ongoing assistance required to preserve caregiver confidence and lower stress levels. Aim: To examine the nursing microlearning (snippet-based) intervention on parents’ burden and self-efficacy in caring for their children undergoing limb lengthening surgery. Methods: The present study was carried out utilizing a one-group pretest–posttest research design. Setting: The present study was conducted at the inpatient pediatric surgical department, at Benha Specialized Pediatric Hospital in Benha city. Study sample: A purposive sample of 55 parents accompanying their children undergoing limb lengthening surgery. Study tools: Five tools were used for data collection, Tool I: A structured interviewing questionnaire. Tool II: Child medical data. Tool III: Parents’ reported practices checklist. Tool IV: Caregiver Self-Efficacy Scale. Tool V: Burden interviewing questionnaire. Results: Satisfactory knowledge increased from 16.4% pre-intervention to 87.3% post-intervention (p < 0.001), and competent practice increased from 21.8% to 89.1%. In addition, the proportion of parents with high self-efficacy increased from 10.4% to 41.7% (p < 0.001), while the proportion experiencing low parental burden decreased from 16.4% to 5.5%. Conclusion: The nursing snippet-based intervention may be associated with improvements in parents’ knowledge, practice, and self-efficacy and reducing parental burden. Integrating microlearning into routine pediatric orthopedic discharge education may support continuity of care beyond the hospital setting. Clinical trial number: Not applicable. © The Author(s) 2026.",Children; Limb lengthening surgery; Nursing snippet-based intervention; Parents’ burden; Self-efficacy,article; care behavior; caregiver; checklist; child; clinical trial; controlled study; female; human; limb lengthening; male; parent; parental stress; patient care; pediatric hospital; pilot study; pin site care; preschool child; purposive sample; questionnaire; self concept; surgery; surgical ward,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105043755500
Hssain A.A.; Pandian V.; Vahedian-Azimi A.; Peediyakkal M.Z.; Kannappilly N.; shakeer K.; Elmelliti H.; Hassan I.F.; Shehatta A.L.,"Hssain, Ali Ait (58909652800); Pandian, Vinciya (35300594900); Vahedian-Azimi, Amir (56942507000); Peediyakkal, Mohamed Zuhail (57221959015); Kannappilly, Nevin (57219406012); shakeer, Karimulla (60812846900); Elmelliti, Hussam (57824064500); Hassan, Ibrahim Fawzy (8400616700); Shehatta, Ahmed Labib (57202192355)",58909652800; 35300594900; 56942507000; 57221959015; 57219406012; 60812846900; 57824064500; 8400616700; 57202192355,Long-term outcomes and prognostic factors of patients undergoing tracheostomy for prolonged mechanical ventilation: A retrospective study,2026,Intensive and Critical Care Nursing,97,,104541,,,0,10.1016/j.iccn.2026.104541,https://www.scopus.com/pages/publications/105048691921?origin=resultslist,"Objective: To investigate the long-term outcomes and prognostic factors of critically ill patients undergoing tracheostomy for prolonged mechanical ventilation within the specific sociocultural and healthcare context of the Middle East. Design: A retrospective observational study of patients who underwent tracheostomy between January 1, 2017, and December 31, 2020. Setting: Medical ICU of Hamad General Hospital, a tertiary academic healthcare institution in Doha, Qatar. Patients: Adult critically ill patients requiring tracheostomy for prolonged mechanical ventilation. Interventions and measurements: Tracheostomies were performed via percutaneous or open surgical techniques. Primary outcomes included neurological status (Cerebral Performance Category) and functional disability (Modified Rankin Scale) at hospital discharge. Secondary outcomes included survival rates at ICU discharge, hospital discharge, and one-year post-discharge, as well as lengths of stay. Multivariable logistic regression was utilized to identify independent prognostic factors for mortality. Results: The study included 395 patients with a mean age of 55 ± 17.4 years. The percutaneous technique was more prevalent (61.3%) and accompanied by a higher proportion of good neurological outcomes; however, this likely reflects patient selection bias rather than procedural superiority. Survival rates were 82.8% at ICU discharge, 63% at hospital discharge, and 29% at one year. Multivariate analysis revealed that septic shock and higher SOFA scores were independent predictors of ICU mortality. Diverging from Western literature, age and most comorbidities were not independent predictors of long-term mortality. Instead, mortality was primarily driven by acute physiological severity (higher APACHE II and SOFA scores) and specific admission diagnoses such as ARDS and stroke. Conclusions: This study highlights a distinct epidemiological profile in the Middle East, where outcomes are driven more by acute illness severity than by age or chronic frailty. The findings underscore the unique family-anchored post-discharge care model in this region, necessitating culturally adapted strategies to manage the long-term burden of tracheostomy. Implications for clinical practice: Healthcare planning in this region must account for the younger patient demographic and the heavy reliance on family caregivers. Policy reforms should focus on strengthening home-based professional support to complement family involvement and improve long-term survival. © 2026 Elsevier Ltd. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",Family-Centered Care; Long-term Outcomes; Mechanical Ventilation; Middle East; Prognostic Factors; Tracheostomy,,Article,Final,,Scopus,2-s2.0-105048691921
Zhang L.; Yang X.; Li G.,"Zhang, Li (60743749200); Yang, Xue (59532155900); Li, Guirong (57195557021)",60743749200; 59532155900; 57195557021,Application of Q-methodology in chronic disease research: a scoping review,2026,BMC Medical Research Methodology,26,1,160,,,0,10.1186/s12874-026-02898-x,https://www.scopus.com/pages/publications/105045133988?origin=resultslist,"Background: As the global population ages, the burden of chronic disease management continues to intensify. Guided by a patient-centered medical philosophy, there is an urgent need to develop research methods capable of capturing in depth the complex subjective experiences of patients, caregivers, and healthcare providers. This approach aims to address the limitations of current homogeneous intervention strategies. Q-methodology, a research method for exploring the complexities of human subjectivity, demonstrates significant potential across multiple fields, including the management of chronic diseases. This study aims to examine the characteristics of existing Q-methodology research on chronic diseases, including research questions, methodological variations, and implications for research in this field. Methods: This study followed the updated scope review methodology of the Joanna Briggs Institute, as well as the PRISMA-ScR guidelines (Preferred Reporting Items for Systematic Reviews and Scoping Reviews). Literature searches were conducted from inception to November 1, 2025, across four databases: PubMed, Web of Science Core Collection, Embase, and Cochrane Library. The search was limited to English-language publications. Data extraction primarily utilized the Q-methodology evaluation and review tool. Results: Fifteen studies from six countries were included. Participants were individuals with chronic diseases, caregivers, and healthcare providers. Sample sizes ranged from 23 to 60 in the Q Sample and 13 to 136 in the P Sample. Research questions fell into three areas: identifying needs and preferences for support and interventions (N = 9), comparing differences in viewpoints (N = 4), and understanding patients' intrinsic cognition and experiences (N = 2). Each study reported 3 to 8 unique perspectives. Q-methodology use is increasing in chronic disease research; however, methodological variations persist. Notable differences appear in determining the Q sample, selecting P-samples, conducting Q-sorting, and data analysis. Its application in chronic disease studies facilitates the exploration of group perspectives and the comparative analysis of differences in viewpoints, enabling a deeper capture of complex subjective experiences within populations. Conclusions: Preliminary evidence suggests that Q-methodology has clinical utility and scientific rigor in chronic disease research. However, given the limited number of studies and methodological heterogeneity, more research is needed to confirm these findings. Future efforts should focus on developing more scientifically comprehensive reporting checklists to standardize their use. Trial registration: As the research did not directly involve animals or humans, no ethical review was conducted. © The Author(s) 2026.",Chronic Diseases; Mixed methods; Q-Methodology; Scoping Review,Biomedical Research; Chronic Disease; Humans; Research Design; chronic disease; human; medical research; methodology; procedures; therapy,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105045133988
Schou-Juul F.; Gordijn B.; Morais A.; Fonseca M.; Scerri A.; Hinrichsen C.; Porteri C.; Sperling D.; Kelly D.; Bobrowicz-Campos E.; Dogru-Huzmeli E.; Jarašiūnaitė-Fedosejeva G.; Thygesen H.; Stončikaitė I.; Alexandre I.M.; Rymaszewska J.; Irving K.; Zajdó K.; Johansson L.; Ferm L.-M.T.; Riklikiene O.; McQuillan R.; Serrat R.; Silva R.; Schicktanz S.; Bielsten T.; Ulman Y.I.; Lauridsen S.,"Schou-Juul, Frederik (57462502300); Gordijn, Bert (6603420781); Morais, Ana (57189844073); Fonseca, Magda (57221602391); Scerri, Anthony (55480394900); Hinrichsen, Carsten (57196425139); Porteri, Corinna (11439866900); Sperling, Daniel (26968144400); Kelly, Dervla (57221416600); Bobrowicz-Campos, Elzbieta (36645726400); Dogru-Huzmeli, Esra (57205205479); Jarašiūnaitė-Fedosejeva, Gabija (57361859400); Thygesen, Hilde (55949444600); Stončikaitė, Ieva (57204439983); Alexandre, Isabel Machado (24823905100); Rymaszewska, Joanna (6701750527); Irving, Kate (8621765000); Zajdó, Krisztina (8691353200); Johansson, Linda (57007700100); Ferm, Lucca-Mathilde Thorup (59174222700); Riklikiene, Olga (23475472200); McQuillan, Regina (25024661300); Serrat, Rodrigo (6506222462); Silva, Rosa (58415298100); Schicktanz, Silke (23393592600); Bielsten, Therése (57203062613); Ulman, Yesim Isil (8694295000); Lauridsen, Sigurd (57194941484)",57462502300; 6603420781; 57189844073; 57221602391; 55480394900; 57196425139; 11439866900; 26968144400; 57221416600; 36645726400; 57205205479; 57361859400; 55949444600; 57204439983; 24823905100; 6701750527; 8621765000; 8691353200; 57007700100; 59174222700; 23475472200; 25024661300; 6506222462; 58415298100; 23393592600; 57203062613; 8694295000; 57194941484,Development and pilot validation of a European ethical framework for decision-making in dementia care,2026,BMC Medical Ethics,27,1,171,,,0,10.1186/s12910-026-01551-y,https://www.scopus.com/pages/publications/105047801126?origin=resultslist,"Background: Dementia care involves ethically complex situations across diverse clinical, social care, and policy contexts, yet practice-oriented ethical guidance remains limited. Existing ethical frameworks rarely capture the full complexity of practice across European contexts. This article presents the development and pilot external validation of an Ethical Framework for Decision-Making in Dementia Care, designed for professional caregivers. Methods: Within COST Action CA21137 (Ethics in Dementia – EDEM), a multidisciplinary European consortium developed the framework through an iterative, deliberative, and consensus-seeking process involving workshops, online meetings, and adaptation of international bioethical norms. An exploratory and preliminary Content Validity Index (CVI) study with external experts assessed the framework’s relevance, clarity, simplicity, and applicability. Results: The resulting principle-based framework provides non-prescriptive ethical guidance across domains including dignity, autonomy, consent, justice, solidarity, privacy, and public responsibility. The CVI assessment indicated adequate overall content validity (S-CVI/Ave = 0.85), with highest agreement for relevance (0.96) and lowest for applicability (0.75). Conclusions: The EDEM-Framework offers a structured, exploratory, and practice-oriented contribution to clinical ethics in dementia care. It may strengthen ethical decision-making when supported by appropriate implementation strategies and ethics infrastructures. © The Author(s) 2026.",Clinical ethics; Content validity; Dementia care; Ethical decision-making; Ethical framework; European healthcare; Person-centered care; Professional caregivers,Caregivers; Decision Making; Dementia; Europe; Humans; Informed Consent; Personal Autonomy; Personhood; Pilot Projects; Principle-Based Ethics; Respect; Social Justice; caregiver; decision making; dementia; ethics; Europe; human; informed consent; personal autonomy; personhood; pilot study; respect; social justice; therapy; validation study,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105047801126
Li Y.; Lu W.; Ho E.K.Y.; Takemura N.; Li M.; Li M.; Wray J.; Yorke J.,"Li, Yan (57196300195); Lu, Wenze (57217100393); Ho, Eva Ka Yan (36174800600); Takemura, Naomi (57206845988); Li, Mengqi (59102420100); Li, Minjie (60639092400); Wray, Julie (7101809684); Yorke, Janelle (15841104500)",57196300195; 57217100393; 36174800600; 57206845988; 59102420100; 60639092400; 7101809684; 15841104500,Patient and public perceptions of involvement and engagement in healthcare research: a descriptive exploratory qualitative study in Hong Kong,2026,Research Involvement and Engagement,12,1,59,,,0,10.1186/s40900-026-00895-4,https://www.scopus.com/pages/publications/105039287325?origin=resultslist,"Background: Patient and public involvement and engagement (PPIE) in healthcare research has gained international recognition given its role in enhancing research relevance, quality, and impact; however, empirical evidence from non-Western contexts, including Hong Kong, remains limited. This study investigated how patients and the public perceive PPIE in healthcare research within a newly formed Patient and Public Advisory Committee in a newly formed research group-Digital Oncology Care Enhancement Lab in Hong Kong. Methods: Eleven participants, including seven cancer patients, one caregiver, and three social workers with experience in cancer care, were purposively recruited during the committee’s first formal engagement meeting. Two focus groups were conducted concurrently in March 2025. Data were collected via semi-structured interviews. The sessions were audio-recorded, transcribed verbatim, and analysed using reflexive thematic analysis. Results: Four major themes were identified: (1) Experience and Understanding of PPIE, including limited prior exposure, conceptual uncertainty, and unfamiliarity with its practices; (2) Perceived Benefits of PPIE, including improved patient-centered care, empowerment in health self-management, research quality, institutional service, and public health governance; (3) Perceived Barriers to PPIE, including personal constraints (time, privacy, psychological burden), limited research literacy (knowledge gaps and language or communication challenges), restricted access to participants, and researcher-dominated environments; and (4) Perceived Facilitators of PPIE, including trust in researchers, transparency in research processes, self-efficacy in health management, shared gains, long-term collaboration, flexibility, training, and incentives. Conclusion: This study contributes to the literature on PPIE in East Asian contexts by highlighting the initial perceptions and anticipatory views of PPIE among a specific, oncology-focused cohort. The findings indicate the need to develop a shared understanding of PPIE among patients, healthcare researchers, and the public. The identified facilitators and barriers provide practical guidance for researchers to implement PPIE successfully in healthcare research within the oncology context. © The Author(s) 2026.",Barriers; Facilitators; Focus group; Healthcare research; Patient and public involvement and engagement; Perceptions,,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105039287325
Torres-Blasco N.; Torres-Marrero S.D.; De Lahongrais-Lamboy A.; Rivera-Torres N.; Rosario-Ramos L.; Argüelles-Berrios C.,"Torres-Blasco, Normarie (57210159163); Torres-Marrero, Stephanie D. (57869546900); De Lahongrais-Lamboy, Alondra (59752705400); Rivera-Torres, Ninoshka (59752705300); Rosario-Ramos, Lianel (57870298200); Argüelles-Berrios, Carled (59752356400)",57210159163; 57869546900; 59752705400; 59752705300; 57870298200; 59752356400,A feasibility study using the RE-AIM framework: healthcare providers’ and community partners’ perceptions of a psychosocial intervention for Latino patient–caregiver dyads coping with advanced cancer,2026,BMC Health Services Research,26,1,57,,,1,10.1186/s12913-025-13794-3,https://www.scopus.com/pages/publications/105027278318?origin=resultslist,"Background: Patients with advanced cancer and their caregivers face significant psychosocial challenges, including distress, existential crises, and social isolation. Hispanic/Latino (H/L) communities experience disproportionate health disparities, exacerbating these challenges. Limited access to psychosocial care due to barriers, such as transportation and socioeconomic constraints, is especially evident among patients living in rural areas of Puerto Rico, where access to services is more restricted compared to metropolitan zones. These disparities underscore the need for culturally tailored interventions. Objective: This study assesses the acceptability and refinement of the Caregivers-Patient Support for Latinx Coping with Advanced Cancer (CASA) intervention through the perspectives of healthcare providers and community partners. Using the RE-AIM framework, we examine the intervention’s Reach, Effectiveness, Adoption, Implementation, and Maintenance to enhance its impact and sustainability. Methods: We conducted a qualitative study using Community-Based Participatory Research (CBPR), involving semi-structured interviews with 11 community partners and 10 healthcare providers actively involved in cancer care in Puerto Rico. Data were analyzed using a thematic content analysis within the RE-AIM framework to assess the feasibility, barriers, and facilitators of the intervention. Results: Participants highlighted the relevance of the CASA intervention in addressing psychosocial needs, emphasizing the importance of integrating cultural values. Key facilitators included community engagement and telehealth, while barriers included patient resistance and logistical challenges. Recommendations included enhancing community partnerships and training. Conclusion: The findings support CASA as a culturally tailored intervention that meets the unique needs of H/L patients and their caregivers. Community engagement and flexible implementation strategies are essential for its sustainability. © The Author(s) 2025.",Advanced cancer; Caregivers; Community partners; Cultural adaptation; Meaning centered psychotherapy; Patients; Providers; REAIM; Refinement,advanced cancer; article; caregiver; community; coping; feasibility study; female; health care personnel; Hispanic; human; male; perception; psychosocial intervention; psychotherapy; therapy,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105027278318
Hong Y.; Lin Y.; Wu J.; Arbing R.H.A.; Chen W.-T.; Huang F.,"Hong, Yuezhen (59656084800); Lin, Yiyang (57200516808); Wu, Jingshu (60756097100); Arbing, Rachel H.A. (57927919700); Chen, Wei-Ti (56565705900); Huang, Feifei (56542253700)",59656084800; 57200516808; 60756097100; 57927919700; 56565705900; 56542253700,Caregiver activation: a concept analysis,2026,International Journal of Nursing Studies Advances,11,,100640,,,0,10.1016/j.ijnsa.2026.100640,https://www.scopus.com/pages/publications/105045587426?origin=resultslist,"Background As health care shifts toward person-centred models, informal family caregivers increasingly manage complex, long-term conditions. However, caregiver activation has been applied across oncology, dementia, paediatric, and chronic care settings without consensus regarding its definition or core components. Objective To clarify the concept of caregiver activation by systematically analysing its defining attributes, antecedents, and consequences, and to provide a practical framework for identifying caregivers who may benefit from tailored support to enhance engagement and improve care-recipient outcomes. Information sources Eleven databases were searched from inception to October 2025, including PubMed, Web of Science, Embase, Ovid, the Cochrane Library, the Cumulative Index to Nursing and Allied Health Literature, China National Knowledge Infrastructure, Wanfang Data, the Chinese Science and Technology Journal Database, the Chinese Medical Database, and the Chinese Biomedical Literature Database. Dictionaries, including the Cambridge Dictionary, Merriam-Webster, the Collins English Dictionary, and the Modern Chinese Dictionary, were also consulted. Methods Walker and Avant’s eight-step concept analysis guided the study. Two reviewers independently screened and extracted data, and disagreements were resolved through discussion with a third investigator. Results A total of 19,572 records were retrieved, of which 51 studies were ultimately included. Caregiver activation comprised four interrelated attributes: care capabilities, care autonomy, care resilience, and self-efficacy in care provision. Key antecedents included care-recipient dependency, caregiver-clinician collaboration, insufficient caregiving proficiency, and caregiver burden. Higher caregiver activation was associated with improved health service utilization, enhanced caregiver well-being, and better care management practices. Conclusions Caregiver activation is a multidimensional and dynamic process that is central to optimizing outcomes for both caregivers and care recipients. The clarified framework may support identification of caregivers who could benefit from targeted education and tailored services, and may inform development of digital health tools and broader strategies to strengthen caregiver engagement and care-recipient outcomes. Registration Not registered. Copyright © 2026. Published by Elsevier Ltd.",Caregiver activation; Caregiver well-being; Concept analysis; Informal caregiver; Parent activation,caregiver; caregiver burden; concept analysis; dementia; digital health; female; health care utilization; human; informal caregiver; review; self concept; Web of Science; wellbeing,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105045587426
